dominant_t,topic_per,keywords,text,userid,textiD,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1,0.960600019,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H","On Top of Spaghetti             On top of spaghetti, All covered with cheese,I lost my poor meatball, When somebody sneezed. It rolled off the table,And on to the floor,And then my poor meatball,Rolled out of the door. It rolled in the garden,And under a",1b3cc0a2283ae955e9629f7244cca000,18568,48,98.69,33.83,98.01,1,16,14.58,87.5,58.33,12.5,6.25,6.25,0,0,0,0,6.25,10.42,25,0,2.08,10.42,0,2.08,8.33,4.17,2.08,0,2.08,6.25,0,6.25,0,0,2.08,2.08,0,0,0,0,4.17,0,0,0,2.08,2.08,0,0,0,0,0,10.42,0,0,0,10.42,12.5,0,6.25,10.42,0,0,2.08,0,2.08,27.08,0,22.92,4.17,0,2.08,4.17,4.17,0,0,0,0,0,0,0,0,18.75,4.17,14.58,0,0,0,0,0,0,0,0,0
3,0.813300014,"love_L, see_L, know_L, make_L, feel_L, let_L, time_L, go_L, got_L, way_L",nothing like a bit of Tracy Chapman,1b92f9f45ecf187571242e6183aed8b1,18989,7,99,7.67,1,25.77,7,28.57,71.43,57.14,0,0,0,0,0,0,0,0,14.29,28.57,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.909699976,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",i wish David Bowie would magically appear in my room take me away and make me forget about my essay.,1b92f9f45ecf187571242e6183aed8b1,19258,20,38.6,1,93.3,25.77,20,5,80,50,25,25,25,0,0,0,0,0,0,15,5,5,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,10,5,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,20,5,15,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
9,0.852599978,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",Show me the way to the next whiskey bar...  ?,1c1a61d11a10f9fa967f250095792db3,19534,9,99,13.32,98.01,25.77,9,11.11,100,44.44,11.11,11.11,11.11,0,0,0,0,0,22.22,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,22.22,0,0,0,22.22,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,44.44,33.33,0,0,0,11.11,0,0,0,0,0,0
9,0.600000024,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",I need a job... So I wanna be a paperback writer ;D,1c1a61d11a10f9fa967f250095792db3,19607,12,18.82,4.8,1,25.77,6,8.33,91.67,58.33,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,8.33,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,25,0,0,0,0,0,8.33,0,0,0,0,0,33.33,25,0,0,8.33,0,0,0,0,0,0,0
0,0.878300011,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","I'm heaven sent, so eloquent and curiously I entertain your tiny brain so spuriously.",1c1a61d11a10f9fa967f250095792db3,19610,14,1,76.25,99,99,14,28.57,85.71,42.86,21.43,21.43,14.29,0,7.14,0,0,0,0,0,7.14,14.29,21.43,0,14.29,7.14,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,7.14,0,0,7.14,0,0,7.14,7.14,0,14.29,7.14,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,21.43,7.14,7.14,0,0,0,0,0,0,7.14,0,0
12,0.896300018,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I would go out tonight, but I haven't got a stitch to wear... Lol JK, I'm on me way out the door.",1c1a61d11a10f9fa967f250095792db3,19612,22,69.94,1,99,94.75,11,4.55,95.45,59.09,18.18,18.18,18.18,0,0,0,0,0,9.09,18.18,13.64,0,4.55,4.55,27.27,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,13.64,0,0,4.55,0,0,9.09,0,0,0,0,4.55,4.55,0,0,0,4.55,0,0,0,4.55,0,4.55,18.18,4.55,31.82,4.55,22.73,4.55,0,0,4.55,0,0,0,9.09,0,9.09,0,0,0,36.36,18.18,9.09,0,0,0,0,0,0,9.09,0,0
5,0.878300011,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","I wanna live like common people, I wanna do whatever common people do...",1c1a61d11a10f9fa967f250095792db3,19653,13,3.62,50,17.46,25.77,13,7.69,100,61.54,23.08,15.38,15.38,0,0,0,0,7.69,0,7.69,30.77,0,0,0,23.08,15.38,7.69,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,23.08,15.38,15.38,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,30.77,23.08,7.69,0,0,0,0,0,0,0,0,0
0,0.934899986,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","This city desert makes you feel so cold. It's got so many people, but it's got no soul.",1c1a61d11a10f9fa967f250095792db3,19665,18,1,71.09,23.51,25.77,9,0,94.44,44.44,22.22,5.56,0,0,5.56,0,0,16.67,0,0,11.11,11.11,16.67,5.56,33.33,5.56,0,0,0,5.56,0,0,0,0,0,0,11.11,0,0,0,0,16.67,5.56,5.56,0,0,0,5.56,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,11.11,0,11.11,22.22,0,5.56,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,27.78,11.11,5.56,0,0,0,0,0,0,11.11,0,0
8,0.852599978,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","Got knives, have you seen 'em? In your back's where we keep 'em.",1c1a61d11a10f9fa967f250095792db3,19717,13,24.14,99,17.46,25.77,6.5,0,84.62,46.15,23.08,23.08,0,7.69,15.38,0,0,0,0,7.69,7.69,7.69,0,0,30.77,0,0,7.69,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,15.38,15.38,0,15.38,0,15.38,0,0,0,0,0,0,0,15.38,0,15.38,0,0,0,46.15,7.69,7.69,0,0,7.69,0,0,0,23.08,0,0
7,0.551299989,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",Time takes a cigarette puts it in your mouth,1c1a87c25993e30ed27d821e61e51c67,19761,9,93.26,98.62,98.01,25.77,9,11.11,100,44.44,22.22,11.11,0,0,11.11,0,0,11.11,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,11.11,11.11,0,0,0,11.11,0,0,22.22,0,33.33,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.928200006,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H",Give me something to believe. Cause I am living just to breathe. And I need something more to keep on breathing for. So give me something to believe.-The Bravery,1c1a87c25993e30ed27d821e61e51c67,19842,30,62.04,25.24,43.37,84.54,7.5,26.67,100,60,23.33,13.33,13.33,0,0,0,0,10,3.33,20,3.33,6.67,6.67,0,26.67,3.33,3.33,0,0,3.33,3.33,3.33,0,0,0,0,6.67,0,0,0,0,23.33,6.67,3.33,3.33,10,0,0,0,0,0,0,10,6.67,3.33,0,0,0,0,0,0,0,0,0,23.33,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,13.33,0,0,0,0,0,3.33,0,0,0,0
14,0.878300011,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H","Crappy day! Oh well, I guess the Earth is thirsty.",1c1a87c25993e30ed27d821e61e51c67,19863,10,52.71,2.31,93.3,25.77,5,10,100,40,10,10,10,0,0,0,0,0,10,0,10,10,0,0,20,20,0,0,0,0,20,10,10,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,20,0,20,0,10,10,0,0,0,0,0,0,30,10,0,0,20,0,30,10,10,0,0,0,10,0,0,0,0,0
12,0.928200006,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I lost myself inside of someone else. It was hard to see the line between her and me. On a darkened road, the fear I've shown. With eyes of stone he walks alone.",1c1a87c25993e30ed27d821e61e51c67,19871,33,89.96,27.23,51.41,1,8.25,9.09,90.91,60.61,24.24,18.18,12.12,0,0,6.06,0,6.06,9.09,21.21,6.06,0,3.03,0,18.18,6.06,0,0,0,0,9.09,0,9.09,3.03,0,6.06,9.09,0,0,3.03,3.03,6.06,0,0,0,3.03,0,3.03,12.12,9.09,0,3.03,3.03,3.03,0,0,0,3.03,0,3.03,0,0,0,6.06,9.09,0,12.12,3.03,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,12.12,3.03,0,0,0,0,0,0,3.03,0,0
7,0.878300011,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",But if I had to say goodbye to leave this hell  **bobsnewline** I'd say my time has served me well,1c50d3e6d59c3cccf312df38f55f565e,20109,20,4.31,2.31,99,25.77,20,10,90,60,25,20,20,0,0,0,0,5,0,10,15,5,10,0,30,0,0,0,0,0,10,5,5,0,5,0,15,0,0,0,0,10,0,0,5,5,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,10,5,0,5,0,0,0,0,5,0,10,5,0,0,5,0,25,0,0,0,0,0,0,0,0,5,0,20
14,0.940400004,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H","So got pissed, may have pushed too much and now hurting... Found stuff that made me think of the past with the song /Better than me/"" by Hinder",1c879567b71de5ad2a040bf62499945e,20122,28,58.73,7.67,89.63,1,14,3.57,100,57.14,14.29,7.14,7.14,0,0,0,0,7.14,7.14,14.29,7.14,10.71,7.14,0,25,7.14,7.14,0,0,3.57,10.71,3.57,7.14,0,3.57,3.57,0,0,0,0,0,17.86,7.14,3.57,0,3.57,0,3.57,7.14,0,3.57,3.57,3.57,3.57,0,0,0,10.71,0,3.57,0,7.14,3.57,14.29,10.71,3.57,10.71,3.57,0,7.14,0,3.57,0,0,0,0,3.57,3.57,0,0,0,0,25,10.71,3.57,0,0,0,0,0,3.57,0,0,7.14
4,0.600000024,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Y ahora no huyas, acercate, di que ha pasado, dame un porque.",1cb660f5a6e4a59e1384d9f55b957138,20417,12,81.63,50,1,99,12,8.33,25,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,33.33,8.33,25,0,0,0,0,0,0,0,0,0
12,0.745500028,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Oh heart, you let me down",1d7a89f86669b274451aed6ccb6d2c82,21317,6,18.82,95.2,98.01,25.77,6,0,100,66.67,33.33,33.33,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0
0,0.909699976,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","You never wanted to be, You only wanted a better day. You only wanted to be free, WHAT THE FUCK IS FREE ABOUT IT?",1d7e6f01223cf9c1bfebbe89cfff7321,21341,24,18.82,95.2,1,99,12,0,100,66.67,20.83,12.5,0,0,12.5,0,0,8.33,8.33,12.5,12.5,16.67,0,4.17,29.17,12.5,4.17,4.17,0,0,16.67,12.5,4.17,0,4.17,0,12.5,0,0,0,0,16.67,0,0,12.5,0,4.17,0,0,0,0,0,4.17,0,0,4.17,0,4.17,0,4.17,0,4.17,0,12.5,16.67,0,8.33,0,0,8.33,0,0,0,8.33,0,0,4.17,4.17,0,0,0,0,16.67,4.17,8.33,0,0,4.17,0,0,0,0,0,0
10,0.909699976,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H","The weather seems to be perfect, a beautiful night for a walk, maybe downtown!",1d7e6f01223cf9c1bfebbe89cfff7321,21398,14,99,50,89.63,99,14,28.57,92.86,50,0,0,0,0,0,0,0,0,21.43,14.29,7.14,7.14,0,0,21.43,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,14.29,7.14,0,7.14,7.14,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,28.57,0,21.43,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,14.29,0,0,0,7.14,0,0,0,0,0
12,0.641700029,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I'm sitting her trying to entertain, myself with this old guitar. But with all my inspiration gone, it's not getting me very far. I look around in my room and everything I see reminds me of you. Oh please baby wont you take my hand, we got nothing to prove.",2080fe3a58a912159aa859a26fa1834d,22416,50,11.18,15.86,99,99,12.5,14,98,58,32,26,18,2,4,2,0,6,0,14,6,4,4,6,22,2,0,0,0,2,6,6,0,0,0,0,12,2,0,2,0,16,4,0,0,2,8,4,6,4,0,2,2,2,0,0,0,10,2,2,0,6,0,4,10,2,14,2,10,2,0,4,2,0,0,0,2,0,0,0,2,0,18,8,6,0,0,0,0,0,0,4,0,0
12,0.974799991,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I could've made your sweet sixteen, even more sweeter. Don't worry about that girl, I know you can beat her. You're at the top of my list, I'll give you a call. Girl you get me dancin, up these walls. I love your look, original style. I could never stay away, just for awhile. I'll forever brighten your day. Just show you the way. Call you every night. Our love has fiery might.",2080fe3a58a912159aa859a26fa1834d,22421,73,9,99,72.89,92,7.3,8.22,94.52,56.16,28.77,26.03,10.96,1.37,12.33,1.37,0,2.74,4.11,8.22,12.33,8.22,0,2.74,20.55,8.22,4.11,0,1.37,2.74,9.59,6.85,2.74,1.37,1.37,0,24.66,0,0,4.11,0,10.96,1.37,1.37,2.74,1.37,4.11,0,5.48,2.74,0,0,5.48,0,0,0,2.74,9.59,4.11,2.74,4.11,1.37,0,2.74,13.7,4.11,16.44,1.37,9.59,6.85,0,0,0,0,0,0,0,0,0,0,0,0,28.77,13.7,8.22,0,0,0,0,0,0,6.85,0,0
0,0.934899986,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","I know My mom is awesome, but don't call her your mom. She's my mom! I'm doing my best for her and there is no way, anyone can top it. :D I Loves ya mom.",2080fe3a58a912159aa859a26fa1834d,22425,35,1,92.33,43.37,99,8.75,2.86,97.14,65.71,37.14,31.43,17.14,0,5.71,8.57,0,5.71,0,2.86,20,2.86,5.71,5.71,20,8.57,5.71,0,0,0,8.57,8.57,0,0,0,0,34.29,11.43,0,20,0,8.57,2.86,0,0,2.86,0,2.86,0,0,0,0,2.86,0,0,0,0,8.57,2.86,5.71,5.71,2.86,0,0,22.86,0,5.71,0,5.71,0,0,0,0,0,0,0,5.71,0,2.86,2.86,0,0,28.57,8.57,5.71,2.86,0,0,2.86,0,0,8.57,0,0
12,0.952499986,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",She's got the craziest eyes. Sees right through my lies. But she is faithful to another. I am always just like a brother. Felt like we're oceans apart. Keeps breaking my heart. I can always feel it when you cry. So Goodbye.,2080fe3a58a912159aa859a26fa1834d,22444,42,18.82,68.29,80.64,3.31,5.25,16.67,95.24,54.76,23.81,19.05,9.52,2.38,2.38,4.76,0,4.76,4.76,9.52,9.52,7.14,7.14,0,26.19,2.38,7.14,2.38,0,2.38,9.52,2.38,4.76,0,2.38,2.38,14.29,2.38,0,4.76,2.38,14.29,4.76,0,0,0,4.76,4.76,9.52,4.76,0,4.76,4.76,4.76,0,0,0,7.14,4.76,0,0,2.38,0,4.76,19.05,0,11.9,0,4.76,7.14,0,0,0,0,2.38,0,0,0,0,0,0,0,23.81,19.05,0,0,0,0,0,0,0,4.76,0,0
12,0.813300014,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",I can't be free if you're still on my mind.,2080fe3a58a912159aa859a26fa1834d,22448,10,1,1,99,99,10,0,90,80,30,30,20,0,10,0,0,0,0,10,20,10,10,10,20,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,20,0,0,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,20,0,0
12,0.745500028,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",Kick in the Teeth - Papa Roach,2080fe3a58a912159aa859a26fa1834d,22458,6,99,95.2,23.51,25.77,6,0,83.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0
12,0.920000017,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",Yes! don't feel sick now :) all better today. Gonna cash my check today :D,2080fe3a58a912159aa859a26fa1834d,22464,15,34.14,9.13,99,99,5,0,86.67,20,6.67,6.67,6.67,0,0,0,0,0,0,0,6.67,6.67,0,6.67,20,13.33,6.67,0,0,6.67,20,13.33,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,6.67,0,0,6.67,6.67,0,6.67,0,0,13.33,0,6.67,6.67,6.67,0,0,33.33,6.67,26.67,6.67,0,20,0,0,0,6.67,0,0,20,0,13.33,6.67,0,0,26.67,6.67,0,6.67,0,0,6.67,0,0,6.67,0,0
14,0.928200006,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",Her eyes leave me blind. What is she thinking.  I can never find. But knowing is my thing. My Blind Secret.,2080fe3a58a912159aa859a26fa1834d,22473,21,1,7.67,99,25.77,4.2,9.52,100,61.9,38.1,28.57,19.05,0,0,9.52,0,9.52,0,0,14.29,4.76,4.76,4.76,33.33,4.76,0,4.76,0,0,0,0,0,0,0,0,14.29,0,0,9.52,0,28.57,19.05,0,0,0,4.76,4.76,14.29,14.29,0,0,14.29,4.76,9.52,0,0,0,0,0,0,0,0,0,23.81,0,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,23.81,23.81,0,0,0,0,0,0,0,0,0,0
0,0.852599978,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",All I needed was trust and you couldn't even give me that when I gave you everything.,2080fe3a58a912159aa859a26fa1834d,22489,17,1,99,6.2,98.87,17,11.76,100,70.59,41.18,29.41,17.65,0,11.76,0,0,11.76,0,0,11.76,11.76,11.76,5.88,29.41,0,0,5.88,0,5.88,5.88,5.88,0,0,0,0,35.29,0,0,0,0,23.53,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,17.65,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,5.88,0,0
5,0.545099974,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","The glass appearef half empty to your eyes so often. I'm just happy I showed you, it's always half full. You just have to want to see it, and soon you'll find it.",2080fe3a58a912159aa859a26fa1834d,22537,33,2.5,96.52,51.41,25.77,11,3.03,93.94,60.61,27.27,18.18,6.06,0,12.12,0,0,9.09,3.03,9.09,12.12,15.15,6.06,0,27.27,9.09,0,0,6.06,0,6.06,3.03,3.03,0,0,3.03,12.12,0,0,0,0,12.12,3.03,0,3.03,3.03,3.03,0,9.09,9.09,0,0,3.03,3.03,0,0,0,3.03,0,3.03,0,0,0,3.03,18.18,6.06,15.15,0,6.06,9.09,0,0,0,0,0,0,0,0,0,0,0,0,24.24,9.09,6.06,0,0,0,0,0,0,9.09,0,0
12,0.584999979,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Take your time I won't go anywhere, picture you with the wind in your hair. I'll keep your things right where you left them, I'll be here for you. I'll let you go, I'll set you free, and when you'll see what you need to see. When You Find You. Come Back To Me.",2080fe3a58a912159aa859a26fa1834d,22544,54,1,99,98.01,60.88,10.8,3.7,94.44,68.52,38.89,35.19,11.11,0,22.22,0,1.85,3.7,1.85,9.26,14.81,11.11,5.56,1.85,33.33,1.85,0,7.41,0,0,1.85,1.85,0,0,0,0,24.07,0,0,0,0,5.56,1.85,0,1.85,1.85,0,0,5.56,5.56,0,0,0,0,0,0,0,1.85,0,0,0,1.85,0,1.85,18.52,11.11,22.22,5.56,11.11,7.41,0,0,0,1.85,0,0,0,0,0,0,0,0,27.78,9.26,7.41,0,0,0,0,0,0,11.11,0,0
12,0.940400004,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I can't wait to leave and see the world, I know exactly where I'm going. Anywhere I suddenly feel like going. Going to save up for it.",2080fe3a58a912159aa859a26fa1834d,22559,27,56.91,1.38,99,88.52,9,11.11,100,59.26,18.52,14.81,14.81,0,0,0,0,3.7,3.7,18.52,3.7,11.11,3.7,3.7,37.04,0,3.7,3.7,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,18.52,7.41,0,0,3.7,3.7,3.7,7.41,3.7,0,3.7,0,0,0,0,0,3.7,0,0,3.7,0,0,0,29.63,11.11,37.04,14.81,14.81,7.41,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,3.7,0,0,0,0,0,0,7.41,0,0
10,0.934899986,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H","Smoking the cigarettes more then I should. My hands wont stop shaking and that be good. I would forget you, if I only could, think about anything else. - Lucero :D",2080fe3a58a912159aa859a26fa1834d,22581,30,1.05,4.8,23.51,25.77,7.5,13.33,93.33,60,23.33,16.67,13.33,0,3.33,0,0,6.67,3.33,3.33,16.67,6.67,10,3.33,23.33,3.33,3.33,0,0,3.33,6.67,3.33,3.33,3.33,0,0,3.33,0,0,0,0,23.33,3.33,0,13.33,6.67,0,6.67,3.33,0,0,3.33,10,3.33,3.33,0,6.67,6.67,0,0,0,3.33,3.33,0,10,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,23.33,10,6.67,3.33,0,0,0,3.33,0,0,0,0
12,0.852599978,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Dream On, Dream until your dream come true...AEROSMITH!!!",2080fe3a58a912159aa859a26fa1834d,22602,9,93.26,98.62,98.01,99,9,11.11,88.89,33.33,11.11,11.11,0,0,11.11,0,0,0,0,22.22,0,0,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,33.33,11.11,11.11,11.11,0,33.33,0,0,0,0,0,0,0,0,0,0,77.78,33.33,11.11,0,0,0,33.33,0,0,0,0,0
12,0.573000014,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","I'll be there for you and lighten up the day always. I just don't like being expected to say yes everytime. You just have to show me the green light and I'll go, but I'd like to do it by my choice and be done by my time.",2080fe3a58a912159aa859a26fa1834d,22622,48,11.86,20.24,91.31,65.25,16,8.33,97.92,70.83,20.83,18.75,14.58,0,4.17,0,0,2.08,4.17,16.67,20.83,6.25,8.33,2.08,25,2.08,2.08,0,0,0,2.08,2.08,0,0,0,0,6.25,0,0,0,0,10.42,2.08,0,2.08,0,4.17,2.08,8.33,6.25,2.08,0,0,0,0,0,0,2.08,0,0,2.08,0,0,2.08,14.58,6.25,12.5,2.08,2.08,8.33,0,0,0,0,0,0,2.08,0,0,2.08,0,0,18.75,6.25,2.08,0,0,0,0,0,0,10.42,0,0
4,0.920000017,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","I never thought of my smile before, I beginning to wonder does it really make everyones day better. I'd like that :D",2080fe3a58a912159aa859a26fa1834d,22627,22,13.54,1.2,99,99,11,13.64,95.45,63.64,31.82,18.18,18.18,0,0,0,0,13.64,0,18.18,9.09,9.09,0,4.55,22.73,9.09,13.64,0,0,0,9.09,9.09,0,0,0,0,4.55,0,0,0,0,27.27,9.09,4.55,0,4.55,9.09,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,4.55,0,0,13.64,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,18.18,4.55,4.55,4.55,0,0,0,0,0,4.55,0,0
0,0.962700009,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","I hate how I love this burning world, I hate how I love uncatchable girls, I hate how I love my burning soul, I hate to love, But I rise above, For I can never stop. Already love this pain too much.",2080fe3a58a912159aa859a26fa1834d,22650,42,1.92,7.67,99,25.77,21,9.52,97.62,54.76,28.57,23.81,23.81,0,0,0,0,4.76,0,7.14,2.38,14.29,9.52,2.38,9.52,0,0,7.14,0,2.38,23.81,11.9,11.9,0,9.52,0,14.29,0,0,2.38,0,11.9,0,7.14,0,0,2.38,2.38,7.14,0,0,7.14,14.29,0,2.38,0,0,16.67,11.9,0,2.38,0,2.38,2.38,11.9,0,14.29,2.38,7.14,7.14,0,0,0,0,2.38,0,0,0,0,0,0,0,16.67,4.76,11.9,0,0,0,0,0,0,0,0,0
